extuserid,classcode,category,pe_category,attempt_end_index,category_type,classType
std_LTI_jU2H-W2Lo_1758522404145_4,jU2H-W2Lo,H5,h5pe,4,H,LTI
std_Y3p4-qkh3_1732021464669_78,Y3p4-qkh3,M1,m1pe,4,M,normal
std_2WuU-BJCj_1706507525470_32,2WuU-BJCj,L3,l3pe,4,L,normal
std_LTI_GkZT-uv39_1758451461562_13,GkZT-uv39,L2,l2pe,4,L,LTI
std_LTI_yJXV-bT3d_1758451367693_10,yJXV-bT3d,L2,l2pe,4,L,LTI
std_MKHD-ZDJH_1706498738465_65,MKHD-ZDJH,L9,l9pe,3,L,normal
std_ri69-Yr8L_1706503420076_81,ri69-Yr8L,M5,m5pe,4,M,normal
std_LTI_cZF2-TV3s_1758286508523_6,cZF2-TV3s,M3,m3pe,4,M,LTI
std_qN4x-VJCU_1706514300400_54,qN4x-VJCU,L8,l8pe,4,L,normal
std_ewt7-qy4R_1706511261661_53,ewt7-qy4R,L8,l8pe,4,L,normal
std_3TQP-z78F_1732013574148_76,3TQP-z78F,L9,l9pe,3,L,normal
std_f2Wn-R86B_1706520910391_79,f2Wn-R86B,M4,m4pe,4,M,normal
std_4bU4-VM42_1706513984802_38,4bU4-VM42,L7,l7pe,3,L,normal
std_93Az-vC8F_1732021769980_93,93Az-vC8F,M4,m4pe,4,M,normal
std_LTI_cZF2-TV3s_1758286609386_6,cZF2-TV3s,M3,m3pe,4,M,LTI
std_8P8z-Xruz_1706510979992_37,8P8z-Xruz,L7,l7pe,3,L,normal
std_APZp-apNP_1732013691922_82,APZp-apNP,M2,m2pe,4,M,normal
std_jAGE-9E9v_1706502463064_40,jAGE-9E9v,L7,l7pe,3,L,normal
std_ajPR-WKH2_1706499377521_97,ajPR-WKH2,H4,h4pe,4,H,normal
std_LTI_yJXV-bT3d_1758451486229_10,yJXV-bT3d,L2,l2pe,4,L,LTI
std_N6Vn-hA8U_1732013464534_71,N6Vn-hA8U,L9,l9pe,3,L,normal
std_RYEd-JDwT_1706507559592_35,RYEd-JDwT,L7,l7pe,3,L,normal
std_Q9io-gH8k_1706507486303_30,Q9io-gH8k,L3,l3pe,4,L,normal
std_e4e4-N9D9_1706507030446_5,e4e4-N9D9,L1,l1pe,3,L,normal
std_3fj2-4pK8_1706508257098_72,3fj2-4pK8,M2,m2pe,4,M,normal
std_uAhj-ABQ3_1706508613602_93,uAhj-ABQ3,H3,h3pe,4,H,normal
std_LTI_ARaE-7k2J_1758286427307_3,ARaE-7k2J,L2,l2pe,4,L,LTI
std_LTI_cd3j-McVo_1758451486283_8,cd3j-McVo,L2,l2pe,4,L,LTI
std_LTI_c6Q3-o7NU_1758451454438_5,c6Q3-o7NU,L2,l2pe,4,L,LTI
std_JC97-2nd9_1706514450301_64,JC97-2nd9,L9,l9pe,3,L,normal
std_wLcx-c9vJ_1732012883299_41,wLcx-c9vJ,L3,l3pe,4,L,normal
std_Fdr9-oMuq_1706498976104_80,Fdr9-oMuq,M4,m4pe,4,M,normal
std_DUi4-kFCY_1706507553798_34,DUi4-kFCY,L7,l7pe,3,L,normal
std_6M97-xp64_1706502837378_59,6M97-xp64,L9,l9pe,3,L,normal
std_uymG-8p4o_1706501898654_7,uymG-8p4o,L1,l1pe,3,L,normal
std_9gpu-Mi3P_1706511163834_47,9gpu-Mi3P,L7,l7pe,3,L,normal
std_7svh-PE2D_1706513563559_15,7svh-PE2D,L1,l1pe,3,L,normal
std_J87h-KrL9_1732020886638_49,J87h-KrL9,L7,l7pe,3,L,normal
std_uymG-8p4o_1706501901167_7,uymG-8p4o,L1,l1pe,3,L,normal
std_876u-Cy6H_1706499125593_91,876u-Cy6H,H2,h2pe,4,H,normal
std_znqW-6jp3_1706508366470_79,znqW-6jp3,M4,m4pe,4,M,normal
std_6RNP-oD7L_1706498224843_40,6RNP-oD7L,L7,l7pe,3,L,normal
std_TJCx-6Wsy_1706514412325_61,TJCx-6Wsy,L9,l9pe,3,L,normal
std_J3x7-Z96h_1706513373560_4,J3x7-Z96h,L1,l1pe,3,L,normal
std_oZ4C-EMr7_1732021375276_72,oZ4C-EMr7,L9,l9pe,3,L,normal
std_Rs7U-NUEA_1732021429902_76,Rs7U-NUEA,L9,l9pe,3,L,normal
std_EPwD-4Zsu_1706521056129_82,EPwD-4Zsu,M5,m5pe,4,M,normal
std_LTI_w7x2-9xCp_1758452052409_32,w7x2-9xCp,M3,m3pe,4,M,LTI
std_kYrW-4Ave_1732012204218_5,kYrW-4Ave,H2,h2pe,4,H,normal
std_64P8-i6n3_1706503481705_89,64P8-i6n3,H1,h1pe,4,H,normal
std_8Q8r-udQD_1732013913682_93,8Q8r-udQD,M4,m4pe,4,M,normal
std_sog3-w6Rs_1732013229633_58,sog3-w6Rs,L8,l8pe,4,L,normal
std_W7H6-nCy2_1732013656917_80,W7H6-nCy2,M1,m1pe,4,M,normal
std_wu9m-87cF_1706503584220_96,wu9m-87cF,H3,h3pe,4,H,normal
std_LTI_ARaE-7k2J_1758286373764_3,ARaE-7k2J,L2,l2pe,4,L,LTI
std_LTI_6cXB-r9pz_1758286444588_4,6cXB-r9pz,L2,l2pe,4,L,LTI
std_s2EA-u3cX_1706502583052_47,s2EA-u3cX,L7,l7pe,3,L,normal
std_de64-EyTX_1706510383720_5,de64-EyTX,L1,l1pe,3,L,normal
std_3Ud7-d8rP_1706508385556_80,3Ud7-d8rP,M4,m4pe,4,M,normal
std_LKih-68rt_1706514515804_67,LKih-68rt,L9,l9pe,3,L,normal
std_jzwE-4jRk_1706510920738_34,jzwE-4jRk,L7,l7pe,3,L,normal
std_xC8X-ALzs_1706502013662_13,xC8X-ALzs,L1,l1pe,3,L,normal
std_ajPR-WKH2_1706499408971_97,ajPR-WKH2,H4,h4pe,4,H,normal
std_zZ2N-Ajmp_1732020787155_44,zZ2N-Ajmp,L7,l7pe,3,L,normal
std_kCbf-n34n_1706507864900_50,kCbf-n34n,L8,l8pe,4,L,normal
std_LTI_kCK3-C39V_1758286300602_1,kCK3-C39V,L2,l2pe,4,L,LTI
std_mDFM-p6U3_1706517701059_79,mDFM-p6U3,M4,m4pe,4,M,normal
std_yNZn-GLzp_1732021431797_73,yNZn-GLzp,L9,l9pe,3,L,normal
std_eNpj-fcrK_1732020021318_3,eNpj-fcrK,H1,h1pe,4,H,normal
std_LTI_Qd29-XVP9_1758286139346_2,Qd29-XVP9,L2,l2pe,4,L,LTI
std_nX9M-o7v2_1706502775212_58,nX9M-o7v2,L8,l8pe,4,L,normal
std_8LD8-oq8j_1706511359463_56,8LD8-oq8j,L8,l8pe,4,L,normal
std_LTI_46jN-dg3C_1758522472025_1,46jN-dg3C,H5,h5pe,4,H,LTI
std_876u-Cy6H_1706499221317_91,876u-Cy6H,H2,h2pe,4,H,normal
std_LTI_kCK3-C39V_1758286371158_1,kCK3-C39V,L2,l2pe,4,L,LTI
std_ajPR-WKH2_1706499369377_97,ajPR-WKH2,H4,h4pe,4,H,normal
std_LTI_Qd29-XVP9_1758286219160_2,Qd29-XVP9,L2,l2pe,4,L,LTI
std_qoW4-8Hxz_1706501977336_10,qoW4-8Hxz,L1,l1pe,3,L,normal
std_o2zy-2aB4_1706510996798_38,o2zy-2aB4,L7,l7pe,3,L,normal
std_HJgp-fV7U_1706511638958_73,HJgp-fV7U,M2,m2pe,4,M,normal
std_LTI_36t7-FaWB_1758451700759_21,36t7-FaWB,L2,l2pe,4,L,LTI
std_yNZn-GLzp_1732021439898_73,yNZn-GLzp,L9,l9pe,3,L,normal
std_3987-nryG_1706516861680_32,3987-nryG,L3,l3pe,4,L,normal
std_ct8f-kuY9_1706511842939_83,ct8f-kuY9,M5,m5pe,4,M,normal
std_LTI_b437-F2hD_1758451328902_6,b437-F2hD,L2,l2pe,4,L,LTI
std_9xu7-iGTA_1706498466971_52,9xu7-iGTA,L8,l8pe,4,L,normal
std_LTI_Ps7P-CA82_1758451732765_22,Ps7P-CA82,L2,l2pe,4,L,LTI
std_nuHE-sFqz_1732020164784_13,nuHE-sFqz,L1,l1pe,3,L,normal
std_p4B2-Lz43_1706498317632_45,p4B2-Lz43,L7,l7pe,3,L,normal
std_XFvJ-3nrh_1732020955436_53,XFvJ-3nrh,L7,l7pe,3,L,normal
std_MU6F-e73F_1706507778953_46,MU6F-e73F,L7,l7pe,3,L,normal
std_H638-3mUv_1706510962907_36,H638-3mUv,L7,l7pe,3,L,normal
std_kYrW-4Ave_1732012185223_5,kYrW-4Ave,H2,h2pe,4,H,normal
std_sHNB-7LUh_1732013988916_97,sHNB-7LUh,M5,m5pe,4,M,normal
std_LTI_eB4a-gE92_1758451690115_17,eB4a-gE92,L2,l2pe,4,L,LTI
std_LTI_cZF2-TV3s_1758286558690_6,cZF2-TV3s,M3,m3pe,4,M,LTI
std_Ym97-JqxN_1732021508570_81,Ym97-JqxN,M2,m2pe,4,M,normal
std_4ojs-7YBg_1706499365361_95,4ojs-7YBg,H3,h3pe,4,H,normal
std_m7wr-qtM3_1732021048760_57,m7wr-qtM3,L7,l7pe,3,L,normal
std_LTI_RA3N-Mrj7_1758286512893_7,RA3N-Mrj7,M3,m3pe,4,M,LTI
std_LTI_Beyt-HwZr_1758522590145_2,Beyt-HwZr,H5,h5pe,4,H,LTI
std_LTI_4QjU-6468_1758286389733_5,4QjU-6468,L2,l2pe,4,L,LTI
std_Lp3B-2gX2_1706514435860_63,Lp3B-2gX2,L9,l9pe,3,L,normal
std_3iJC-9xu6_1706517339293_59,3iJC-9xu6,L9,l9pe,3,L,normal
std_DkgB-ZbuC_1706507106067_10,DkgB-ZbuC,L1,l1pe,3,L,normal
std_LTI_6XUi-P6Ca_1758522607332_8,6XUi-P6Ca,H7,h7pe,3,H,LTI
std_3t47-m3KH_1706508160219_67,3t47-m3KH,L9,l9pe,3,L,normal
std_sx6k-2taL_1732020776195_41,sx6k-2taL,L3,l3pe,4,L,normal
std_kCbf-n34n_1706507851976_50,kCbf-n34n,L8,l8pe,4,L,normal
std_Q7PA-7mnJ_1706514034989_40,Q7PA-7mnJ,L7,l7pe,3,L,normal
std_Wa9U-iJ8P_1706506954964_2,Wa9U-iJ8P,L1,l1pe,3,L,normal
std_LTI_4QjU-6468_1758286406976_5,4QjU-6468,L2,l2pe,4,L,LTI
std_8cvo-e7Ch_1706502579460_46,8cvo-e7Ch,L7,l7pe,3,L,normal
std_qkP4-Akdb_1732020078208_6,qkP4-Akdb,H3,h3pe,4,H,normal
std_2Z92-JuV2_1706513327947_1,2Z92-JuV2,L1,l1pe,3,L,normal
std_Bg79-RXo6_1706498676423_62,Bg79-RXo6,L9,l9pe,3,L,normal
std_ycZ3-7pzo_1732020718475_38,ycZ3-7pzo,L3,l3pe,4,L,normal
std_WUtK-eAGW_1706514541382_68,WUtK-eAGW,L9,l9pe,3,L,normal
std_9WTo-6R6q_1706514021459_39,9WTo-6R6q,L7,l7pe,3,L,normal
std_rQ6r-3r4q_1706514305483_56,rQ6r-3r4q,L8,l8pe,4,L,normal
std_3x9D-mXnc_1706502719777_55,3x9D-mXnc,L8,l8pe,4,L,normal
std_LpDN-Y7y3_1706510928623_35,LpDN-Y7y3,L7,l7pe,3,L,normal
std_rdU4-HR3c_1706497715011_13,rdU4-HR3c,L1,l1pe,3,L,normal
std_4zgk-nyU7_1706503714989_100,4zgk-nyU7,H6,h6pe,4,H,normal
std_ZE7m-grco_1706503136892_73,ZE7m-grco,M2,m2pe,4,M,normal
std_qzgR-hqH4_1706502375624_32,qzgR-hqH4,L3,l3pe,4,L,normal
std_Fn6U-o46b_1706511338287_54,Fn6U-o46b,L8,l8pe,4,L,normal
std_gn3b-F29V_1706507833913_49,gn3b-F29V,L8,l8pe,4,L,normal
std_hUbR-vKVu_1706510575677_13,hUbR-vKVu,L1,l1pe,3,L,normal
std_ViKC-GXK9_1706508585785_91,ViKC-GXK9,H2,h2pe,4,H,normal
std_scVn-8C2h_1706507861139_51,scVn-8C2h,L8,l8pe,4,L,normal
std_LTI_4QjU-6468_1758286267173_5,4QjU-6468,L2,l2pe,4,L,LTI
std_RJGL-Xo8r_1706502782946_57,RJGL-Xo8r,L8,l8pe,4,L,normal
std_4Enp-DWZA_1706516481924_10,4Enp-DWZA,L1,l1pe,3,L,normal
std_hUbR-vKVu_1706510604896_13,hUbR-vKVu,L1,l1pe,3,L,normal
std_VCzA-7okC_1706507680022_41,VCzA-7okC,L7,l7pe,3,L,normal
std_LTI_6Zc7-q8fh_1758451933208_26,6Zc7-q8fh,M3,m3pe,4,M,LTI
std_tyRa-yk2n_1706503045661_71,tyRa-yk2n,M2,m2pe,4,M,normal
std_bM3f-d28K_1706498177653_39,bM3f-d28K,L7,l7pe,3,L,normal
std_LTI_Beyt-HwZr_1758522364239_2,Beyt-HwZr,H5,h5pe,4,H,LTI
std_LTI_Ps7P-CA82_1758451722888_22,Ps7P-CA82,L2,l2pe,4,L,LTI
std_haKy-qpRK_1706503581083_97,haKy-qpRK,H4,h4pe,4,H,normal
std_LTI_4QjU-6468_1758286486179_5,4QjU-6468,L2,l2pe,4,L,LTI
std_NoMT-fe8H_1706498346446_47,NoMT-fe8H,L7,l7pe,3,L,normal
std_c82f-gikt_1732020086091_10,c82f-gikt,L1,l1pe,3,L,normal
std_m7wr-qtM3_1732021041297_57,m7wr-qtM3,L7,l7pe,3,L,normal
std_Jt76-9Ux4_1706497629223_6,Jt76-9Ux4,L1,l1pe,3,L,normal
std_LTI_kCK3-C39V_1758286355105_1,kCK3-C39V,L2,l2pe,4,L,LTI
std_3EPU-VvYm_1706511252550_51,3EPU-VvYm,L8,l8pe,4,L,normal
std_Y3Cx-W8c3_1706508428588_82,Y3Cx-W8c3,M5,m5pe,4,M,normal
std_LTI_6XUi-P6Ca_1758522613818_8,6XUi-P6Ca,H7,h7pe,3,H,LTI
std_keME-hem4_1706501949942_12,keME-hem4,L1,l1pe,3,L,normal
std_P84v-CnQR_1706498116889_35,P84v-CnQR,L7,l7pe,3,L,normal
std_LTI_6237-3ib2_1758522360341_3,6237-3ib2,H5,h5pe,4,H,LTI
std_t3GL-dmx3_1732021047986_56,t3GL-dmx3,L7,l7pe,3,L,normal
std_c9Xb-38TX_1706502968660_67,c9Xb-38TX,L9,l9pe,3,L,normal
std_haKy-qpRK_1706503660383_97,haKy-qpRK,H4,h4pe,4,H,normal
std_LTI_46jN-dg3C_1758522574203_1,46jN-dg3C,H5,h5pe,4,H,LTI
std_2mW7-j6nm_1706507707998_43,2mW7-j6nm,L7,l7pe,3,L,normal
std_ZAmD-R27e_1706511656868_69,ZAmD-R27e,M1,m1pe,4,M,normal
std_iTtZ-zuR6_1706510999879_39,iTtZ-zuR6,L7,l7pe,3,L,normal
std_uxja-DdhZ_1732020358819_21,uxja-DdhZ,L1,l1pe,3,L,normal
std_ztgb-Pw98_1706508138666_66,ztgb-Pw98,L9,l9pe,3,L,normal
std_q936-3Hxn_1706508602351_92,q936-3Hxn,H3,h3pe,4,H,normal
std_McED-26z7_1706502683990_51,McED-26z7,L8,l8pe,4,L,normal
std_EPwD-4Zsu_1706521006918_82,EPwD-4Zsu,M5,m5pe,4,M,normal
std_83AQ-j6Wa_1732012227179_10,83AQ-j6Wa,L1,l1pe,3,L,normal
std_7svh-PE2D_1706513561508_15,7svh-PE2D,L1,l1pe,3,L,normal
std_LTI_ZNrt-ZJ7w_1758451684394_15,ZNrt-ZJ7w,L2,l2pe,4,L,LTI
std_4zgk-nyU7_1706503728581_100,4zgk-nyU7,H6,h6pe,4,H,normal
std_LTI_Beyt-HwZr_1758522371590_2,Beyt-HwZr,H5,h5pe,4,H,LTI
std_e4e4-N9D9_1706507024852_5,e4e4-N9D9,L1,l1pe,3,L,normal
std_3df7-4Fd7_1732013379422_67,3df7-4Fd7,L8,l8pe,4,L,normal
std_UXHJ-7LJ6_1706498854353_71,UXHJ-7LJ6,M2,m2pe,4,M,normal
std_apQ4-EgJb_1706514188088_49,apQ4-EgJb,L8,l8pe,4,L,normal
std_f2Wn-R86B_1706520891364_79,f2Wn-R86B,M4,m4pe,4,M,normal
std_46pV-i787_1706502642648_50,46pV-i787,L8,l8pe,4,L,normal
std_2KEe-HFKQ_1732020197744_7,2KEe-HFKQ,H4,h4pe,4,H,normal
std_LTI_ezF6-Ykv3_1758286540284_9,ezF6-Ykv3,M3,m3pe,4,M,LTI
std_c6YH-F2G3_1732013349178_65,c6YH-F2G3,L8,l8pe,4,L,normal
std_JqP8-6T3K_1706502684740_52,JqP8-6T3K,L8,l8pe,4,L,normal
std_r7z9-74mA_1706510540826_9,r7z9-74mA,L1,l1pe,3,L,normal
std_xtUR-QPYD_1732012329092_14,xtUR-QPYD,L1,l1pe,3,L,normal
std_3df7-4Fd7_1732013392784_67,3df7-4Fd7,L8,l8pe,4,L,normal
std_LTI_2826-9wmX_1758452090774_31,2826-9wmX,M3,m3pe,4,M,LTI
std_9K8z-bdGx_1706510570522_11,9K8z-bdGx,L1,l1pe,3,L,normal
std_F8RF-uky4_1706507940274_55,F8RF-uky4,L8,l8pe,4,L,normal
std_2Mp8-AhX9_1706514069664_43,2Mp8-AhX9,L7,l7pe,3,L,normal
std_J87h-KrL9_1732020860771_49,J87h-KrL9,L7,l7pe,3,L,normal
std_ct8f-kuY9_1706511930652_83,ct8f-kuY9,M5,m5pe,4,M,normal
std_P84v-CnQR_1706498123355_35,P84v-CnQR,L7,l7pe,3,L,normal
std_82V4-qYnv_1706513382264_5,82V4-qYnv,L1,l1pe,3,L,normal
std_avzL-p46h_1706508098766_63,avzL-p46h,L9,l9pe,3,L,normal
std_K63F-RyrK_1706514266244_52,K63F-RyrK,L8,l8pe,4,L,normal
std_qw8n-FEiy_1706502406891_38,qw8n-FEiy,L7,l7pe,3,L,normal
std_LTI_8s8L-NU9J_1758452007288_29,8s8L-NU9J,M3,m3pe,4,M,LTI
std_LTI_8qKk-9EbR_1758451741375_20,8qKk-9EbR,L2,l2pe,4,L,LTI
std_HPaA-j9TL_1706502255164_29,HPaA-j9TL,L3,l3pe,4,L,normal
std_LTI_GkZT-uv39_1758451530316_13,GkZT-uv39,L2,l2pe,4,L,LTI
std_rGxy-sX8C_1706521067910_84,rGxy-sX8C,M5,m5pe,4,M,normal
std_LT93-8t42_1706497763813_12,LT93-8t42,L1,l1pe,3,L,normal
std_8LD8-oq8j_1706511387882_56,8LD8-oq8j,L8,l8pe,4,L,normal
std_LTI_8qKk-9EbR_1758451724856_20,8qKk-9EbR,L2,l2pe,4,L,LTI
std_F9eh-CE9L_1706510318727_1,F9eh-CE9L,L1,l1pe,3,L,normal
std_nX9M-o7v2_1706502791025_58,nX9M-o7v2,L8,l8pe,4,L,normal
std_8LD8-oq8j_1706511372731_56,8LD8-oq8j,L8,l8pe,4,L,normal
std_LTI_LWQm-A6wL_1758522501675_5,LWQm-A6wL,H5,h5pe,4,H,LTI
std_7kW8-4Ey7_1706508213413_69,7kW8-4Ey7,M1,m1pe,4,M,normal
std_KG2s-b6UG_1706511090722_43,KG2s-b6UG,L7,l7pe,3,L,normal
std_27kh-cVv4_1706497753124_14,27kh-cVv4,L1,l1pe,3,L,normal
std_W6Lo-4MLA_1706514803364_84,W6Lo-4MLA,M5,m5pe,4,M,normal
std_83AQ-j6Wa_1732012234318_10,83AQ-j6Wa,L1,l1pe,3,L,normal
std_6Z4w-W2jg_1732013947522_95,6Z4w-W2jg,M5,m5pe,4,M,normal
std_LTI_ob4E-2N49_1758286568400_8,ob4E-2N49,M3,m3pe,4,M,LTI
std_T9t4-ELH7_1732012234399_7,T9t4-ELH7,H4,h4pe,4,H,normal
std_VC26-Y89F_1706520800785_72,VC26-Y89F,M2,m2pe,4,M,normal
std_c6R7-g6kZ_1706511184178_48,c6R7-g6kZ,L7,l7pe,3,L,normal
std_n79m-4B9U_1706514316802_57,n79m-4B9U,L8,l8pe,4,L,normal
std_3dEg-HU2C_1732012437874_20,3dEg-HU2C,L1,l1pe,3,L,normal
std_6z2H-t9p2_1706516800373_30,6z2H-t9p2,L3,l3pe,4,L,normal
std_LTI_Agw2-RzZr_1758451095867_1,Agw2-RzZr,L2,l2pe,4,L,LTI
std_8Q8r-udQD_1732013901759_93,8Q8r-udQD,M4,m4pe,4,M,normal
std_9cMC-xGsd_1706514786567_83,9cMC-xGsd,M5,m5pe,4,M,normal
std_LTI_Beyt-HwZr_1758522416045_2,Beyt-HwZr,H5,h5pe,4,H,LTI
std_LTI_ezF6-Ykv3_1758286628251_9,ezF6-Ykv3,M3,m3pe,4,M,LTI
std_wjkc-rW4P_1732021111482_60,wjkc-rW4P,L8,l8pe,4,L,normal
std_9wMf-xJtK_1706502852420_61,9wMf-xJtK,L9,l9pe,3,L,normal
std_rPxg-BrjR_1706502545325_44,rPxg-BrjR,L7,l7pe,3,L,normal
std_b67x-672F_1706508053690_62,b67x-672F,L9,l9pe,3,L,normal
std_d9nx-49GB_1706499233435_81,d9nx-49GB,M5,m5pe,4,M,normal
std_LTI_odUn-Y4by_1758451418107_4,odUn-Y4by,L2,l2pe,4,L,LTI
std_LTI_LWQm-A6wL_1758522409363_5,LWQm-A6wL,H5,h5pe,4,H,LTI
std_LTI_ZNrt-ZJ7w_1758451572133_15,ZNrt-ZJ7w,L2,l2pe,4,L,LTI
std_v73Z-mzFv_1706514798580_82,v73Z-mzFv,M5,m5pe,4,M,normal
std_LTI_kCK3-C39V_1758286160340_1,kCK3-C39V,L2,l2pe,4,L,LTI
std_Dm4q-4qtM_1732020246346_19,Dm4q-4qtM,L1,l1pe,3,L,normal
std_G9W6-cRLx_1706514390133_60,G9W6-cRLx,L9,l9pe,3,L,normal
std_LTI_R7V8-V7iN_1758452038703_30,R7V8-V7iN,M3,m3pe,4,M,LTI
std_LTI_xqzw-4CL3_1758451448042_12,xqzw-4CL3,L2,l2pe,4,L,LTI
std_j2a6-2T2Q_1706501820289_4,j2a6-2T2Q,L1,l1pe,3,L,normal
std_c82f-gikt_1732020096584_10,c82f-gikt,L1,l1pe,3,L,normal
std_94GC-itkq_1706510545938_12,94GC-itkq,L1,l1pe,3,L,normal
std_uepj-eDY7_1706503513837_95,uepj-eDY7,H3,h3pe,4,H,normal
std_qdeT-4tso_1706514489802_65,qdeT-4tso,L9,l9pe,3,L,normal
std_LTI_cZF2-TV3s_1758286458818_6,cZF2-TV3s,M3,m3pe,4,M,LTI
std_3Y74-Dhw4_1706503403263_85,3Y74-Dhw4,H1,h1pe,4,H,normal
std_c6R7-g6kZ_1706511165348_48,c6R7-g6kZ,L7,l7pe,3,L,normal
std_THqu-euny_1732012952955_46,THqu-euny,L7,l7pe,3,L,normal
std_LTI_yJXV-bT3d_1758451595327_10,yJXV-bT3d,L2,l2pe,4,L,LTI
std_DUi4-kFCY_1706507557616_34,DUi4-kFCY,L7,l7pe,3,L,normal
std_a4nJ-KPB6_1706497586541_4,a4nJ-KPB6,L1,l1pe,3,L,normal
std_LTI_u7Nx-L4pG_1758451995980_28,u7Nx-L4pG,M3,m3pe,4,M,LTI
std_bM3f-d28K_1706498197357_39,bM3f-d28K,L7,l7pe,3,L,normal
std_W7H6-nCy2_1732013641211_80,W7H6-nCy2,M1,m1pe,4,M,normal
std_r7z9-74mA_1706510488120_9,r7z9-74mA,L1,l1pe,3,L,normal
std_82V4-qYnv_1706513371059_5,82V4-qYnv,L1,l1pe,3,L,normal
std_rQ6r-3r4q_1706514307651_56,rQ6r-3r4q,L8,l8pe,4,L,normal
std_bdsB-Huc4_1706498061960_31,bdsB-Huc4,L3,l3pe,4,L,normal
std_6z2H-t9p2_1706516817521_30,6z2H-t9p2,L3,l3pe,4,L,normal
std_MU6F-e73F_1706507792328_46,MU6F-e73F,L7,l7pe,3,L,normal
std_9r4q-P2jf_1732012954170_45,9r4q-P2jf,L7,l7pe,3,L,normal
std_LTI_ezF6-Ykv3_1758286594520_9,ezF6-Ykv3,M3,m3pe,4,M,LTI
std_LTI_u7Nx-L4pG_1758452092968_28,u7Nx-L4pG,M3,m3pe,4,M,LTI
std_6M97-xp64_1706502793180_59,6M97-xp64,L9,l9pe,3,L,normal
std_LTI_7Tpj-sksu_1758451515609_11,7Tpj-sksu,L2,l2pe,4,L,LTI
std_LTI_6rAq-Y74G_1758451446158_7,6rAq-Y74G,L2,l2pe,4,L,LTI
std_3t47-m3KH_1706508172039_67,3t47-m3KH,L9,l9pe,3,L,normal
std_Emy8-Prw4_1706503356807_90,Emy8-Prw4,H2,h2pe,4,H,normal
std_LTI_ob4E-2N49_1758286519765_8,ob4E-2N49,M3,m3pe,4,M,LTI
std_LTI_7Tpj-sksu_1758451495380_11,7Tpj-sksu,L2,l2pe,4,L,LTI
std_oZ4C-EMr7_1732021373322_72,oZ4C-EMr7,L9,l9pe,3,L,normal
std_PEwd-fPGH_1706507480150_31,PEwd-fPGH,L3,l3pe,4,L,normal
std_uL87-Hx4X_1706501938882_9,uL87-Hx4X,L1,l1pe,3,L,normal
std_432d-2a97_1706511788012_79,432d-2a97,M4,m4pe,4,M,normal
std_UXHJ-7LJ6_1706498839949_71,UXHJ-7LJ6,M2,m2pe,4,M,normal
std_ct8f-kuY9_1706511981898_83,ct8f-kuY9,M5,m5pe,4,M,normal
std_LTI_4QjU-6468_1758286314850_5,4QjU-6468,L2,l2pe,4,L,LTI
std_p6XN-CYtE_1732013324009_64,p6XN-CYtE,L8,l8pe,4,L,normal
std_6XvN-p2DY_1732013240917_57,6XvN-p2DY,L7,l7pe,3,L,normal
std_b9it-dD8A_1706497663421_7,b9it-dD8A,L1,l1pe,3,L,normal
std_9CMc-TP23_1706511386036_58,9CMc-TP23,L8,l8pe,4,L,normal
std_wz29-rmz7_1732013916452_92,wz29-rmz7,M4,m4pe,4,M,normal
std_LTI_RA3N-Mrj7_1758286628823_7,RA3N-Mrj7,M3,m3pe,4,M,LTI
std_n82e-EABa_1706511904978_81,n82e-EABa,M5,m5pe,4,M,normal
std_scVn-8C2h_1706507876787_51,scVn-8C2h,L8,l8pe,4,L,normal
std_LTI_46jN-dg3C_1758522501256_1,46jN-dg3C,H5,h5pe,4,H,LTI
std_D2Zh-w3D3_1732013234671_59,D2Zh-w3D3,L8,l8pe,4,L,normal
std_LTI_sjVo-bitW_1758522559251_9,sjVo-bitW,H7,h7pe,3,H,LTI
std_LTI_yJXV-bT3d_1758451611239_10,yJXV-bT3d,L2,l2pe,4,L,LTI
std_Q9io-gH8k_1706507478805_30,Q9io-gH8k,L3,l3pe,4,L,normal
std_vCHL-yGbr_1706502539568_45,vCHL-yGbr,L7,l7pe,3,L,normal
std_2CZk-MnDk_1706498715720_66,2CZk-MnDk,L9,l9pe,3,L,normal
std_Tw6x-j2AM_1706507083500_8,Tw6x-j2AM,L1,l1pe,3,L,normal
std_2KEe-HFKQ_1732020209094_7,2KEe-HFKQ,H4,h4pe,4,H,normal
std_DFC7-G8J4_1706511232162_50,DFC7-G8J4,L8,l8pe,4,L,normal
std_i32p-v2Pg_1706498621500_61,i32p-v2Pg,L9,l9pe,3,L,normal
std_Fkwj-N7e9_1706499362059_100,Fkwj-N7e9,H6,h6pe,4,H,normal
std_LTI_6cXB-r9pz_1758286434405_4,6cXB-r9pz,L2,l2pe,4,L,LTI
std_3zBJ-9gNz_1706507975878_58,3zBJ-9gNz,L8,l8pe,4,L,normal
std_eAQ8-Y3nM_1732021918674_96,eAQ8-Y3nM,M5,m5pe,4,M,normal
std_LkL6-47eL_1706508425919_81,LkL6-47eL,M5,m5pe,4,M,normal
std_qWLP-BhQm_1706507164455_12,qWLP-BhQm,L1,l1pe,3,L,normal
std_8NBw-e3zb_1706517825870_82,8NBw-e3zb,M5,m5pe,4,M,normal
std_haKy-qpRK_1706503652729_97,haKy-qpRK,H4,h4pe,4,H,normal
std_APAr-hT62_1732013856850_91,APAr-hT62,M4,m4pe,4,M,normal
