extuserid,classcode,classid,invid,tchextuserid,category,category_type
s42_1735808034481_17,bip7-3R6t,296e6b21-aac5-4f96-87d3-be1c90464495,e05d7f32-d8e9-4b27-b325-ca1737acbaf8,tch_M3_20241211-114436_11,M3,M
s42_1736227346445_14,ckNJ-2Re3,38a31f6d-2d54-4586-b72d-5cb965b8a29b,f330af83-4b09-45a4-8aba-324bef75b3a1,tch_L2_20241114-143802_4,L2,L
s42_1735629319310_28,P9cP-LC6U,582f7494-7ab1-4f03-a671-e44272de8e82,8c537832-e8f6-4aa8-b4f4-97172e2b5f87,tch_L3_20241220-102523_5,L3,L
s42_1735807339294_3,woGQ-6chZ,4d602f5a-1f5f-4f93-a31c-5ee51575cee6,3a41728f-95c7-48ec-b50b-2fc5a7dcbb31,tch_M3_20241114-112810_11,M3,M
s42_1735629288872_27,v24i-q784,aceb1529-64e2-43db-809d-9f1cc9cf8478,cc66a022-2405-416e-a305-e1ef9d142112,tch_L3_20241220-095811_5,L3,L
s42_1735810767469_26,G2hV-HFdU,d1c01b2a-d2bf-46e0-8e27-9425be941201,50705ae9-b7be-4dca-958d-47617d29a869,tch_M5_20241219-130914_12,M5,M
s42_1736228383960_62,bWQT-iwd2,dff7f104-02a6-4881-a4ab-7a1e016e09b3,0530565d-2c7d-4089-9e82-50e9e1a28e14,tch_L2_20241220-120126_4,L2,L
s42_1735630466514_39,wMWH-WKGC,eb26cc07-ce8c-4c6a-a432-7038f0cf26bd,30a394b0-ec09-40d0-b0c5-c1c23ba85c07,tch_L7_20241219-105858_6,L7,L
s42_1736228799157_5,4dEm-4fx4,687a450d-64dd-4053-842e-bae785245440,f20c0a1e-8527-4dca-a61d-0de09e066e17,tch_H1_20241114-124601_13,H1,H
s42_1736225396640_53,b8G7-CUFQ,6dc6c34a-f7cd-4c69-a348-597454afae89,b5e57085-bbf7-4894-9cb2-c46e418c99a0,tch_L1_20241220-095811_1,L1,L
s42_1736228289876_56,7u8o-WqUc,e18bb181-5609-4779-a2ad-62f23923d2dd,d8bb1c31-4ffd-4c7c-b0e3-d0bdb480fcef,tch_L2_20241220-102523_4,L2,L
s42_1735809801100_7,NXrx-JeLK,34c7548a-29ee-48c8-9819-cb20f92dcf11,041ef50e-5f12-4793-8a1a-eb3eca020e64,tch_M5_20241114-143802_12,M5,M
s42_1736228620893_1,T6Wt-phr2,447fd8d5-b0e3-4ed2-93af-8073eb2d5815,07d27349-9118-4cc3-8f15-39e0eb16fd6b,tch_H1_20241114-102050_13,H1,H
s42_1735630436917_38,D4ox-4qrh,68d68c74-6792-4769-9c1a-676db2d6bbc7,ddb348b9-0382-43b7-bb2f-d1ab9ee16b81,tch_L7_20241219-101523_7,L7,L
s42_1736229127058_13,hoi2-sdfj,12ee34f7-23cc-4117-8630-978e504ce371,42d6a37e-bfeb-46a8-9278-262fcbbdffb3,tch_H1_20241119-123357_13,H1,H
s42_1736225136247_41,LcTW-9Pkd,5eed470e-5e7f-4a52-9fa1-2b47cb3b7600,723fc2ec-aabf-4b3d-a5fa-daf4692ddc33,tch_L1_20241219-111930_1,L1,L
s42_1735792086768_4,p9o7-Ff7L,31f0ef5a-b871-4233-9922-98dd158ff953,d16458e8-3de9-49f3-8376-eb0815f0e07c,tch_L8_20241114-122355_8,L8,L
s42_1735629100255_16,46k6-JgB3,0b8a1558-2362-448d-bb03-34301a0af256,98eb3dac-c655-460a-b449-732a51cdaea6,tch_L3_20241211-111527_5,L3,L
s42_1736229189117_15,QAVW-3mRM,88d72a12-a732-4ad8-a3d5-e14e8bc1685c,9fed0a73-2e43-40a2-9bd3-1aab1af184f3,tch_H1_20241211-104452_13,H1,H
s42_1736225191245_43,J8fP-79oQ,5f7cc648-e982-44f1-a234-dfc156984660,a7f18bea-6db3-450b-a912-01ea29d00fce,tch_L1_20241211-114436_2,L1,L
s42_1735799784528_24,C2D3-H4Rp,e77f8d21-f304-4d8e-acb0-5d0edb23e727,a760a951-2c7d-4692-ab05-1bdefaa92896,tch_L9_20241219-122125_9,L9,L
s42_1735799024600_9,987k-oLky,40315bf9-3fa8-4190-b64a-f6e4040a6f22,fff3c07b-b2bc-4b6d-a794-0bee08211a6e,tch_L9_20241114-154555_9,L9,L
s42_1736225047737_39,Yrc8-fDkz,befd4c0f-35f4-49a1-8b9b-15b8f51f14a1,9bfae41f-d1b9-4492-80fc-612bbd7c3c7c,tch_L1_20241219-105858_2,L1,L
s42_1735630550764_44,3r7y-HDGg,7fe58a4a-0ac3-4f3d-8c8a-77dd07feb1dc,8ceaf3b4-8ba9-4665-8cf3-4031924ffde2,tch_L7_20241211-114436_7,L7,L
s42_1735802305659_8,soEK-e4BR,5858a44f-ef91-46ba-b1b0-1e607a3dfb47,446582ba-8d22-48ea-a0d3-ad460d29e5fe,tch_M2_20241114-152217_10,M2,M
s42_1736225065155_38,Cqpg-3Pch,8d8fd319-72cd-4e7c-9a98-ec58a1828ca8,82d58ac4-aa7f-473a-be24-24fe31d5b1a0,tch_L1_20241219-101523_2,L1,L
s42_1736227341516_12,8m4Z-FE4i,dec012df-fa06-43ab-986a-207293e1e546,76b3aabc-d327-4793-9d43-57ace5f21127,tch_L2_20241114-134749_4,L2,L
s42_1736228217898_54,en39-34nY,9f6ee579-1e1d-45cb-8ac3-6a990d914cdc,679720ec-2b85-40d6-ad1a-80564e64988b,tch_L2_20241220-095811_4,L2,L
s42_1735629935149_12,Abp8-9XTv,b55978ec-e404-4a48-9b00-aea5e6c286cc,8c7df1da-0c23-483a-a1db-2ab4a1da500b,tch_L7_20241114-134749_7,L7,L
s42_1735630763832_56,HT62-B4sB,dd785555-c920-44e1-9fb9-1ac64bc9b0e8,0b0306eb-737b-43bd-bbff-c747911fe5a7,tch_L7_20241220-102523_7,L7,L
s42_1736224358324_2,3L3b-4pEB,2ae8676d-4c03-4366-83a5-3ef82d3ae23c,6be693b1-187b-4ac3-b345-3c819d5de952,tch_L1_20241114-102050_2,L1,L
s42_1736228696013_1,T6Wt-phr2,447fd8d5-b0e3-4ed2-93af-8073eb2d5815,98958e1c-6e27-4ba4-aadc-af99250d6cf1,tch_H1_20241114-102050_13,H1,H
s42_1735791965802_3,uk7q-d6pK,78c5bbd6-9205-40f6-bd0c-bf02152bea8e,878d89d0-5b7c-47a8-a1d5-b416b492a281,tch_L8_20241114-112810_8,L8,L
s42_1736228324212_62,bWQT-iwd2,dff7f104-02a6-4881-a4ab-7a1e016e09b3,7d2f2fbb-dad5-4eba-b351-d19865983e1f,tch_L2_20241220-120126_4,L2,L
s42_1735630048591_19,3amu-gZyK,31ae0983-fd56-4f49-8aa9-91dec344226a,2997ef5a-8946-442d-97fd-85606797e21c,tch_L7_20241114-161323_6,L7,L
s42_1736228203778_53,sBe9-jrx7,9df51c96-39d3-40cc-865a-1bc71d9e4517,0e498d48-c0aa-4e6a-a75c-ffb2702f903e,tch_L2_20241220-095811_3,L2,L
s42_1736227591407_22,92wA-yAib,1190a2d6-f838-49ba-9580-59d9d314740d,35ebf630-3f23-4c21-ab64-7b37da57d6c8,tch_L2_20241118-095649_4,L2,L
s42_1735799060775_11,PcDc-rwNA,aec42b4b-a5a4-4026-94da-243e7ced920c,0a6c85aa-933a-4493-8924-0bf9015735c3,tch_L9_20241118-095649_9,L9,L
s42_1735799584822_21,zt9F-Ct8w,6708c4d5-5f59-4c2e-972b-d565d81bf1d4,dcd36ce8-7c60-4362-80f2-97ef3143d140,tch_L9_20241219-111930_9,L9,L
s42_1735807735777_9,4Kbk-xUbN,015c9580-31cf-4ca8-93cc-d8198c5216b5,94cefc72-311e-4518-aac5-2f4fb6818a92,tch_M3_20241114-154555_11,M3,M
s42_1735792872248_20,B836-Bhw3,9780d1c3-57ad-4e54-a2e6-8e3271339618,45042f0b-9f9e-4d1f-9a96-51535c68d2d6,tch_L8_20241219-105858_8,L8,L
s42_1736229361279_19,wNgd-L8Pi,a6ff0f8d-8f51-4fe3-a088-fc51425b4d08,64de6538-d3c7-4a78-b9d9-33f2abdaa468,tch_H1_20241219-101523_13,H1,H
s42_1735630174263_25,ds9v-4Mt7,c40344a4-595c-4ce1-922d-cf3f78ed4819,883aaa94-7ed7-4b2f-9478-d19dea4ae8d6,tch_L7_20241119-123357_6,L7,L
s42_1736227442291_16,EfyX-2X47,718f5ac4-0aa4-4a2f-b071-83d88e43ce4e,a9b16a27-5e7a-4cee-b30f-6ffa37acc256,tch_L2_20241114-152217_4,L2,L
s42_1735798659612_2,wfBr-Z8uq,79d0bde4-196c-4535-b828-f3e0795af07b,2e4f6228-dbe1-4d25-82db-814d7997e6cb,tch_L9_20241114-105717_9,L9,L
s42_1736228809600_3,4RNe-tUvp,330d8022-3873-4177-95b8-31f95e23678e,0dd12b2e-71f7-4570-bd2b-01ec46da7d59,tch_H1_20241114-112810_13,H1,H
s42_1736227861829_38,hU9d-6B73,2bab3f67-f2e6-4ad2-8527-05d5aa0c7aa5,d814c8e8-861a-4ba9-b874-17230237a15f,tch_L2_20241219-101523_3,L2,L
s42_1735802574011_12,742Y-vF4c,75fb3e53-2c84-446b-b617-eae5d3791a8f,2e0f80a9-dd63-402e-a300-12c863cf2eba,tch_M2_20241118-102254_10,M2,M
s42_1735799998821_29,y4VP-b2Bf,71a803b5-ea72-42e9-91f3-e978a73e7a3d,d123c3b5-5450-4a02-af9d-bd0f024819ac,tch_L9_20241220-104739_9,L9,L
s42_1736224915873_33,J8fP-79oQ,5f7cc648-e982-44f1-a234-dfc156984660,775e3026-5c3f-49fc-a901-792dfc7c1c8d,tch_L1_20241211-114436_2,L1,L
s42_1735808625246_28,ZfD8-9T82,0784c813-a690-4ba7-9faf-9de897f86552,3abf5ce2-28f9-4625-af47-a1e61d3d5ed2,tch_M3_20241220-102523_11,M3,M
s42_1736224725830_22,683V-Dhmt,c4cfea1a-333b-4c5e-9195-a6611b0b3213,0a4ca5eb-ae43-4d6c-8671-cf23fe938add,tch_L1_20241118-095649_2,L1,L
s42_1736224853271_28,aLmT-CEA9,8c4a6105-ff5a-4c72-ae74-c9c2b97f25e6,ab43b9d3-184b-4b91-86aa-d85ff0d31cb8,tch_L1_20241119-125944_2,L1,L
s42_1735810905102_30,HF6H-xjEH,7273320b-f1d0-4688-9b6b-9e92eb565586,de684a0e-d9dd-49ec-b7ff-55ee02953509,tch_M5_20241220-112940_12,M5,M
s42_1735803405735_28,t82a-2rNx,71559cf2-a53c-42dc-8d7d-70ef92962c9c,83e198f4-8a21-4da6-bb6c-6cb20a75bf7e,tch_M2_20241220-102523_10,M2,M
s42_1736229741605_29,yvQ7-fz3V,4dce42b3-b9c0-42fe-b194-1d3bfe4969ac,6f502075-3136-42fb-aa93-08b98b904cec,tch_H1_20241220-104739_13,H1,H
s42_1736227267521_8,K674-8jQs,45052894-1afc-4842-a870-6be0172a9748,3ec51b2c-1123-4f7a-b6b8-f2c00a658e22,tch_L2_20241114-122355_4,L2,L
s42_1736227748601_31,UD8f-v46y,93ad56e1-5f58-462e-8624-d5e29ee19a0e,61c3de80-af84-481d-9a3b-b65986eb84c1,tch_L2_20241211-111527_3,L2,L
s42_1736228911832_8,QrF9-g23F,e3d7585a-7d40-4752-9e56-eab465f39a85,81649242-25d3-4a39-9bd9-09660a504bb4,tch_H1_20241114-152217_13,H1,H
s42_1735793112471_26,uVeU-K69c,d6003091-d20d-455d-b068-18e4f0ad4349,6f4ae571-4f2d-4026-a3dd-2e629c3553f3,tch_L8_20241219-130914_8,L8,L
s42_1736228981249_10,Bfy9-Da6M,8efd1bef-ab8d-4d97-98e5-055b06d45c61,8b40af09-9e36-451b-a042-dbf093b38d9d,tch_H1_20241114-161323_13,H1,H
s42_1735791851378_1,RwK8-3GWg,60d6e6bc-a3c5-4e95-8528-739f0c61f42b,006d69dc-2e94-4d7e-aecd-84ef30440388,tch_L8_20241114-102050_8,L8,L
s42_1735809723680_5,zHp9-JHGY,62e3edaf-9b0a-47a0-a202-2773078cd6b9,4767190e-76a6-41ed-97d7-5f0baef3a248,tch_M5_20241114-124601_12,M5,M
s42_1736229089456_11,9WEJ-C9Wg,8dbd30a2-fd96-4e8d-8ce5-1ae8e03b29f9,bcbbabe6-386d-4cc2-a7b6-d08075f3708b,tch_H1_20241118-095649_13,H1,H
s42_1736228254837_58,8NcG-j28X,713ec8e3-5168-4f02-924a-183fa21f66fd,92432690-4ef2-4c53-a7e7-854e5e76f4be,tch_L2_20241220-104739_4,L2,L
s42_1735810399535_18,24rT-XQaK,e439c89a-99a3-481f-b8af-02e0cdfd7aff,32760c11-d950-4c56-83ef-d7c52d1062cb,tch_M5_20241211-123805_12,M5,M
s42_1735802247869_5,Zh9P-g7c3,56bb4ee7-200a-4cf1-85ca-5842aee09972,d149b34b-370a-45f8-be3a-7e7db766e147,tch_M2_20241114-124601_10,M2,M
s42_1735630760474_55,nkdZ-4RJ4,f513ea5c-0774-47c9-9b7b-8ec3fe66f518,a378b1c6-fa9f-4a74-90bd-3cd9184df42b,tch_L7_20241220-102523_6,L7,L
s42_1735630752751_51,hK3H-gy3W,345edadc-5ed8-4e3c-8d4f-bf25384cc935,3911006c-860d-4b89-bb32-d4e4232e524b,tch_L7_20241219-130914_6,L7,L
s42_1735629094113_19,q2px-E892,0fbf8c27-682b-4fa2-8b30-7db1f8df5c06,77f39a29-2783-48a9-b0f8-b2c7da96e0cb,tch_L3_20241219-101523_5,L3,L
s42_1735629827205_5,NgGv-uAx8,125dbd49-21cd-41a4-a479-cf5db9e39b7d,a5d3fccf-a4f2-4070-bec2-c7c57677dc29,tch_L7_20241114-112810_6,L7,L
s42_1735793392434_30,oXM9-23zi,eb36d0fd-2c21-4025-81d8-7f7a27326198,b5f7e723-ac8a-4ce1-be5d-946e4116a20f,tch_L8_20241220-112940_8,L8,L
s42_1735792494633_14,B6H8-x94J,b3ef0cc6-daaa-460f-b93a-7d8aca387c46,6529639d-fc46-4660-b2ad-9daa898c96ef,tch_L8_20241119-125944_8,L8,L
s42_1736228778827_3,4RNe-tUvp,330d8022-3873-4177-95b8-31f95e23678e,99678492-1a09-459c-9296-0b5e87cb4934,tch_H1_20241114-112810_13,H1,H
s42_1736227527909_22,92wA-yAib,1190a2d6-f838-49ba-9580-59d9d314740d,29c1742b-6f62-45aa-b80a-80392651b378,tch_L2_20241118-095649_4,L2,L
s42_1736224391984_5,ntj3-Q3tx,f284eaac-5340-4b78-9cb1-5a16eb11618c,c8a29edb-563a-4307-ba50-42eebfce340f,tch_L1_20241114-112810_1,L1,L
s42_1736224340764_4,MH3f-j7Rk,f0cd8f2c-a507-4b6a-a1b0-f18e7136fcc7,b1e00681-0831-4d6c-8de1-bd4e99277352,tch_L1_20241114-105717_2,L1,L
s42_1736229195701_14,cw9C-z9Vn,326cb60b-afcc-48e6-bff9-95365985ce55,2ad3822e-0e10-4190-b1fb-096f677bc699,tch_H1_20241119-125944_13,H1,H
s42_1735810621661_24,w7Nx-Ru96,b876f5f0-22c6-4291-b0aa-2e617ead8ebf,8310bb54-78f6-4a78-b1c1-7a31cc551bf7,tch_M5_20241219-122125_12,M5,M
s42_1735808194541_20,PY4L-Dtj6,98f8930e-2417-4b67-89c3-c2411b2cfe9f,2adb10d2-a072-469a-953b-da351a0503e7,tch_M3_20241219-105858_11,M3,M
s42_1736227883309_40,9PLb-MD6Y,02f21d4c-3b1c-4fdb-b2ff-961dbae94c81,1ee9caab-006e-40d3-b989-e2a49e1af510,tch_L2_20241219-105858_4,L2,L
s42_1736227502925_18,7R8W-w43U,67468997-cee2-4561-b545-915a4d0a55bc,41be6872-8f31-4fe3-a0c8-2fb6bdbf2513,tch_L2_20241114-154555_4,L2,L
s42_1736229580915_23,8wW7-aU23,21580b6b-fee8-42e3-91c8-4f56dfb0c2f5,0f2b2f1e-f17b-4523-bb7a-d06d364a27e1,tch_H1_20241219-114559_13,H1,H
s42_1735801951345_1,GDy3-i32h,21334ab4-57f0-4748-a16c-c23382343a7c,463eed30-b578-4e59-81d0-22f4f81ac9b1,tch_M2_20241114-102050_10,M2,M
s42_1735792672066_16,78s2-P7NJ,eb00be15-65d5-4c0c-85fa-5cb67ef19daa,9c4e5d21-d2a5-4cd5-bb34-78188d4cd397,tch_L8_20241211-111527_8,L8,L
s42_1735807816059_11,wGmr-WRb9,34c4c9f3-a43d-4a2b-995d-7fc2f0526dcb,7a50cf48-44ba-41a1-9c2a-94a4c26344c6,tch_M3_20241118-095649_11,M3,M
s42_1735798862391_7,7E6M-t3L4,47859959-a882-44a0-bb9f-efeaa3acc40b,a750277c-f716-444f-b1bb-df41b1523d8d,tch_L9_20241114-143802_9,L9,L
s42_1735798990184_10,4qRj-Lso3,0ee015bb-adc8-4b1f-99f1-c6685eab7de4,b571019f-026d-4067-9688-05ff0c7e2e5c,tch_L9_20241114-161323_9,L9,L
s42_1736227257298_7,Bj4N-7aBm,f76e79ff-a6dc-4426-9cab-e7d8fd42eb67,84ceb38a-26d8-4d80-8371-878d346a31e2,tch_L2_20241114-122355_3,L2,L
s42_1736224363955_2,3L3b-4pEB,2ae8676d-4c03-4366-83a5-3ef82d3ae23c,82a9fd55-7561-4965-8c99-603ac1a1fd56,tch_L1_20241114-102050_2,L1,L
s42_1735791887656_1,RwK8-3GWg,60d6e6bc-a3c5-4e95-8528-739f0c61f42b,2c9c93b0-d144-4253-beeb-a393047c32c8,tch_L8_20241114-102050_8,L8,L
s42_1736227586185_21,VWCw-9U7U,11173ee7-3d90-4fc9-98d2-bce12ecfd9d0,1beff4a8-35b5-4881-949b-a0d61d29a34a,tch_L2_20241118-095649_3,L2,L
s42_1736228929552_7,6KTB-2ve8,11e80af1-55a1-43e3-9cea-e4b30c2361b1,47b46de1-5c22-429e-bee0-8336d1c7b160,tch_H1_20241114-143802_13,H1,H
s42_1736225102726_43,J8fP-79oQ,5f7cc648-e982-44f1-a234-dfc156984660,66db3e58-4e61-4c75-9132-7b31974440ab,tch_L1_20241211-114436_2,L1,L
s42_1736229642720_26,pctw-N8jq,764072e9-8510-496d-8e2a-4d2f0a47bf84,6c779ac8-7512-40d6-b0b0-f949e47d4ff5,tch_H1_20241219-130914_13,H1,H
s42_1735793179159_27,RNZL-679R,a1c20476-bf89-43f8-8f94-12a78041db57,ed2bf62f-3739-4bbe-9357-f9d559353016,tch_L8_20241220-095811_8,L8,L
s42_1735799842178_26,Fg9V-isc3,273065c3-75dc-4263-a772-5e1e6ca233ec,48d21555-c961-4691-8c97-1a8a0b05720d,tch_L9_20241219-130914_9,L9,L
s42_1736227182590_3,Fb82-4jw4,0dff89db-6d10-4d24-9e95-c7d6b7e7a233,a09e15f4-1b87-4307-9929-7fb357a6691c,tch_L2_20241114-105717_3,L2,L
s42_1735630539661_40,Mm3C-jEvW,47845a51-c1ff-45dc-a47d-89d41b0cac6b,131cf0cd-6e48-427c-a8b0-dfedbcccd987,tch_L7_20241219-105858_7,L7,L
s42_1736225248411_48,hGRj-AdgF,a3229865-e488-4ff8-ad76-7ec93fb01efb,2e0fb417-a06e-4e77-8df9-e5ddad89d94d,tch_L1_20241219-122125_2,L1,L
s42_1735803242645_25,96zs-D86w,3a57f8ce-abeb-46fd-8fd2-3a0d932fae51,7ccd5908-1b51-4ba2-9f23-0044a8d009fe,tch_M2_20241219-124752_10,M2,M
s42_1735630895256_61,Q4o6-HXHM,a92d98e1-6138-43a8-84e9-7ec39b07dc8c,2bc8ae0b-10f8-450d-a911-7364cce76e37,tch_L7_20241220-120126_6,L7,L
s42_1735630889728_61,Q4o6-HXHM,a92d98e1-6138-43a8-84e9-7ec39b07dc8c,2fb41b50-ca04-40cb-afce-1b52f98d4476,tch_L7_20241220-120126_6,L7,L
s42_1735802257648_7,qmM9-7gGA,d40e712b-b399-44ec-a362-4d8c751d2bdc,d6fbd5ce-31d5-4ddb-ac9f-f04a32639fe2,tch_M2_20241114-143802_10,M2,M
s42_1735630060550_18,7mGg-p39f,6d50345b-f90f-46c6-af11-3063d793c5b3,f6b1a557-f207-4fe3-8310-e4b93d5473d9,tch_L7_20241114-154555_6,L7,L
s42_1735792038900_3,uk7q-d6pK,78c5bbd6-9205-40f6-bd0c-bf02152bea8e,20780b56-a99e-493c-866f-f2cc4329b93f,tch_L8_20241114-112810_8,L8,L
s42_1735799190183_14,Xe32-qjCY,8ef2f046-87b1-432e-98bb-cf0253585ac4,deb8f6ae-f00b-4984-a70e-c75124d1c474,tch_L9_20241119-125944_9,L9,L
s42_1735808534435_27,Kn4J-s9fa,a8585bc3-4706-454d-a37e-9b4daa9a5235,e0d1bb61-d30b-447a-90b3-6a4fa5709154,tch_M3_20241220-095811_11,M3,M
s42_1736225432526_56,9J2x-7Y69,8fc5e468-aed8-4021-b45a-6141be15fcab,03d3111c-dd9f-422d-b05f-f4924e28a3f2,tch_L1_20241220-102523_1,L1,L
s42_1736225490632_60,p2p2-d72d,2b99df2e-50ba-4995-8277-bc9e964a4b4c,e48cf9b6-abf3-467c-b09a-d24286336d24,tch_L1_20241220-112940_2,L1,L
s42_1735628954864_9,sj7W-gW2C,a847ba22-e6c9-436e-a0f6-b53492d66afd,221bf23a-aaa7-43ea-94cc-b261ea2c15df,tch_L3_20241114-154555_5,L3,L
s42_1736225097320_41,LcTW-9Pkd,5eed470e-5e7f-4a52-9fa1-2b47cb3b7600,98318555-ab3b-462f-944c-8b33d401f086,tch_L1_20241219-111930_1,L1,L
s42_1735628990023_13,B6Gn-FXQ8,022cd127-cf66-4d20-9d4c-03704b59b22a,df0d6f29-c91b-4169-ac70-c6926e028398,tch_L3_20241119-123357_5,L3,L
s42_1736229444323_21,7kmx-LvJU,fb8aad16-5c4e-4aaf-b72c-ab62b7427b63,e613987a-23e5-4b8e-9aad-fc8dbc8c1e96,tch_H1_20241219-111930_13,H1,H
s42_1735802175543_5,Zh9P-g7c3,56bb4ee7-200a-4cf1-85ca-5842aee09972,f09e5099-067e-41ce-9197-da98982a0140,tch_M2_20241114-124601_10,M2,M
s42_1736224770197_26,8WeN-WsZ4,6577e27d-fa60-41e3-9fa1-d65f892c6165,6744e5cc-faec-48c1-ad02-dac489ef6a7f,tch_L1_20241119-123357_2,L1,L
s42_1736229593700_23,8wW7-aU23,21580b6b-fee8-42e3-91c8-4f56dfb0c2f5,58d293fb-27bf-41e0-9c11-fe3586858568,tch_H1_20241219-114559_13,H1,H
s42_1735629017409_13,B6Gn-FXQ8,022cd127-cf66-4d20-9d4c-03704b59b22a,179622a8-dd7f-446a-88b3-a6edddc5fd28,tch_L3_20241119-123357_5,L3,L
s42_1736224929164_34,V983-873n,883a437f-3bae-4661-abee-7f3ad003e099,e649d414-da1b-4025-9832-edd24373f5e9,tch_L1_20241211-114436_1,L1,L
s42_1736224938422_34,V983-873n,883a437f-3bae-4661-abee-7f3ad003e099,92849f8d-d7bc-4dfe-baf8-21a5b3202b4d,tch_L1_20241211-114436_1,L1,L
s42_1736224839949_25,hDTq-c3aA,15c4a390-7abf-4e89-b151-2d5f5ad1122b,225cef9e-efde-4055-8fc1-4013758ce29a,tch_L1_20241119-123357_1,L1,L
s42_1735810003228_12,UiF4-gjgf,ad0bd116-a608-4fd4-88c2-b6c8ea69e9c0,cf4c2265-4b33-4d39-8817-792d95e9b124,tch_M5_20241118-102254_12,M5,M
s42_1735799729380_24,C2D3-H4Rp,e77f8d21-f304-4d8e-acb0-5d0edb23e727,93ce6943-10f9-4819-80e7-a7bdb9cad194,tch_L9_20241219-122125_9,L9,L
s42_1735792066609_5,E623-79H9,9134a62d-fb44-4fba-bf3f-c7d457ab9732,10ecd639-a3e5-4edd-8d4b-2dbe463b4525,tch_L8_20241114-124601_8,L8,L
s42_1735808038431_16,BhmF-A967,666de7ae-9dcd-429e-aa5e-be7d89cf4a0f,2c9de93a-b0d3-4975-86ad-4b7e12e83030,tch_M3_20241211-111527_11,M3,M
s42_1735809635608_4,6cv8-ytzi,534ac24e-5e6c-4772-bc7d-3625a3c1726b,adea2a6e-a3b9-4425-b651-861a9c60f07e,tch_M5_20241114-122355_12,M5,M
s42_1735628844502_8,3a8t-232b,7fa4706c-ee31-43b2-8c4a-a55eaa6b8a46,707f6f97-aebb-4751-8d44-f875fa2dfee7,tch_L3_20241114-152217_5,L3,L
s42_1736229279411_17,g286-wk7T,9789aad5-c1dc-4f16-b603-6e21b05e0ce6,9643dc15-2108-4f2f-8279-1c4f530daae2,tch_H1_20241211-114436_13,H1,H
s42_1736229232486_14,cw9C-z9Vn,326cb60b-afcc-48e6-bff9-95365985ce55,7818ff2e-f9f5-4308-a316-9a1348d17511,tch_H1_20241119-125944_13,H1,H
s42_1735629886238_8,H827-tds9,d470a5d4-8ef1-42ec-b8cf-f4aa08ddecb5,ff532f5f-1640-4e11-b4ad-518cc2be4240,tch_L7_20241114-122355_7,L7,L
s42_1735811048107_31,pBnD-2j49,a185c741-2f2d-46ec-b0cb-692bef5538bc,20c76d46-1769-46cc-a83d-70ad924d4c3b,tch_M5_20241220-120126_12,M5,M
s42_1736224828757_28,aLmT-CEA9,8c4a6105-ff5a-4c72-ae74-c9c2b97f25e6,848a5e39-ac37-43f4-b767-a3946ec1ade6,tch_L1_20241119-125944_2,L1,L
s42_1735803016470_21,V9Xi-b8gX,cd2e005a-0014-4136-8521-64627c9e7b1f,5851c9ea-ec5f-4c6c-86ef-a1a30f298528,tch_M2_20241219-111930_10,M2,M
s42_1736225206638_43,J8fP-79oQ,5f7cc648-e982-44f1-a234-dfc156984660,7dfcf2b1-c055-4dbd-82c6-62d01534f26e,tch_L1_20241211-114436_2,L1,L
s42_1735628788320_3,zyj9-PoqL,5aa0f7bb-cf2b-44fb-9035-23c92f1365a7,4ebce42a-aa46-4f35-9051-16254c870a6a,tch_L3_20241114-112810_5,L3,L
s42_1735799143464_11,PcDc-rwNA,aec42b4b-a5a4-4026-94da-243e7ced920c,d1576b4d-5e43-4663-94bd-71847ef3473f,tch_L9_20241118-095649_9,L9,L
s42_1735799105621_11,PcDc-rwNA,aec42b4b-a5a4-4026-94da-243e7ced920c,d40db1df-4bec-4472-9667-98989a75ae1c,tch_L9_20241118-095649_9,L9,L
s42_1735628910865_11,FG6E-v4fM,16060682-a72e-46b1-a1e8-b139b7aa508e,b434d7a2-efb5-41f0-afbc-05637d181427,tch_L3_20241118-095649_5,L3,L
s42_1735630609149_46,Uw9j-VfvZ,6ceb3415-8a58-4b04-b650-23f529f65851,fec0b082-d1a7-4b1e-8086-9b4d2cf4bde1,tch_L7_20241219-114559_7,L7,L
s42_1736227978206_41,Q8qN-WVbf,d2cc8989-488e-42fa-b207-af8d25988137,89b569d0-b7c3-4dd1-9e24-6d842a39b2fe,tch_L2_20241219-111930_3,L2,L
s42_1735798809507_5,W6HE-ycF6,e9a5d4c5-56c0-4986-9833-065a17a09722,1412c0ee-27db-48d5-b953-ac674cfabf69,tch_L9_20241114-124601_9,L9,L
s42_1735808752452_30,ERUw-NCK7,ea62e409-ba06-46a3-bfa1-ea2daee95b49,8580d73f-bb24-44d2-9556-1050808aea02,tch_M3_20241220-112940_11,M3,M
s42_1735793014307_23,h8ZB-GxgT,3d9dc49d-8500-4007-9cc0-2100e0852259,8d33ce8e-274b-430f-b81b-1d4c60ffd95e,tch_L8_20241219-114559_8,L8,L
s42_1735629911821_14,VFqU-4cFg,e217d6ad-7b04-4ee0-bf46-22aa58ba8373,13d2faaa-9db9-405f-b0b2-49cf9004d77b,tch_L7_20241114-143802_7,L7,L
s42_1735793378219_30,oXM9-23zi,eb36d0fd-2c21-4025-81d8-7f7a27326198,e3d4b5ee-4f5e-4e15-bbf1-a5f4912be199,tch_L8_20241220-112940_8,L8,L
s42_1736228724011_3,4RNe-tUvp,330d8022-3873-4177-95b8-31f95e23678e,61a1b86f-68b4-49ab-ae5e-102f55132287,tch_H1_20241114-112810_13,H1,H
