extuserid,class,classcode,bundleCount
tch_20220828-035316_2,Perf_class_20220828-035316_2,MR7F-np86,4
tch_20220828-035316_3,Perf_class_20220828-035316_3,UL3T-RyZV,4
tch_20220828-035316_4,Perf_class_20220828-035316_4,wFBU-Qy6R,4
tch_20220828-035316_5,Perf_class_20220828-035316_5,z3Q6-8Ke2,0
tch_20220828-035316_6,Perf_class_20220828-035316_6,g9d7-chY6,0
tch_20220828-035316_7,Perf_class_20220828-035316_7,VwCc-6faH,0
tch_20220828-035316_8,Perf_class_20220828-035316_8,m9M8-3aG3,0
tch_20220828-035316_9,Perf_class_20220828-035316_9,4c9j-dx2y,0
tch_20220828-035316_10,Perf_class_20220828-035316_10,8E2P-4VWr,0
tch_20220828-035316_11,Perf_class_20220828-035316_11,ZP7b-UQRg,0
tch_20220828-035316_12,Perf_class_20220828-035316_12,iTia-XrGW,0
tch_20220828-035316_13,Perf_class_20220828-035316_13,iBcM-dZ3y,0
tch_20220828-035316_14,Perf_class_20220828-035316_14,e3gm-nQP7,0
tch_20220828-035316_16,Perf_class_20220828-035316_16,8Y4p-Ly79,1
tch_20220828-035316_15,Perf_class_20220828-035316_15,X7q9-M72f,1
tch_20220828-035316_17,Perf_class_20220828-035316_17,vha7-DsR7,1
tch_20220828-035316_18,Perf_class_20220828-035316_18,C9xD-A24J,1
tch_20220828-035316_19,Perf_class_20220828-035316_19,Ft23-sGu4,1
tch_20220828-035316_20,Perf_class_20220828-035316_20,VLhV-fo4f,1
tch_20220828-035316_21,Perf_class_20220828-035316_21,MvXw-aX97,1
tch_20220828-035316_22,Perf_class_20220828-035316_22,f23U-EXjV,1
tch_20220828-035316_23,Perf_class_20220828-035316_23,2x6E-YhmQ,1
tch_20220828-035316_24,Perf_class_20220828-035316_24,nmwA-R3LX,1
tch_20220828-035316_25,Perf_class_20220828-035316_25,6DQ4-X48C,2
tch_20220828-035316_26,Perf_class_20220828-035316_26,DT73-WP9m,2
tch_20220828-035316_27,Perf_class_20220828-035316_27,K4rj-NWN4,2
tch_20220828-035316_28,Perf_class_20220828-035316_28,Pq6G-z837,2
tch_20220828-035316_29,Perf_class_20220828-035316_29,CFEQ-kiR4,2
tch_20220828-035316_31,Perf_class_20220828-035316_31,rV4U-9NxC,2
tch_20220828-035316_30,Perf_class_20220828-035316_30,WiZ4-Dzgy,2
tch_20220828-035316_32,Perf_class_20220828-035316_32,73vj-8qs2,2
tch_20220828-035316_34,Perf_class_20220828-035316_34,PL49-M3Pk,2
tch_20220828-035316_33,Perf_class_20220828-035316_33,EGdx-dYP2,2
tch_20220828-035316_35,Perf_class_20220828-035316_35,tgwm-9hjL,2
tch_20220828-035316_36,Perf_class_20220828-035316_36,J268-Wkjy,2
tch_20220828-035316_38,Perf_class_20220828-035316_38,ur7M-6c76,2
tch_20220828-035316_37,Perf_class_20220828-035316_37,LuJV-MkaY,2
tch_20220828-035316_39,Perf_class_20220828-035316_39,A4W3-9Bub,2
tch_20220828-035316_40,Perf_class_20220828-035316_40,pbCt-G3iJ,2
tch_20220828-035316_41,Perf_class_20220828-035316_41,v8W7-yVLv,2
tch_20220828-035316_42,Perf_class_20220828-035316_42,3tXt-EfU9,2
tch_20220828-035316_43,Perf_class_20220828-035316_43,46kg-7Bq7,2
tch_20220828-035316_44,Perf_class_20220828-035316_44,UeV2-8R9a,2
tch_20220828-035316_45,Perf_class_20220828-035316_45,VNaE-ykFx,2
tch_20220828-035316_46,Perf_class_20220828-035316_46,jGV4-Ruo2,2
tch_20220828-035316_47,Perf_class_20220828-035316_47,LZEU-cFP9,3
tch_20220828-035316_49,Perf_class_20220828-035316_49,vnW6-9h74,3
tch_20220828-035316_48,Perf_class_20220828-035316_48,7KUb-psi9,3
tch_20220828-035316_50,Perf_class_20220828-035316_50,GAq4-3LAX,3
tch_20220828-035316_51,Perf_class_20220828-035316_51,9tsP-vXDd,3
tch_20220828-035316_53,Perf_class_20220828-035316_53,ig8m-4AJi,4
tch_20220828-035316_52,Perf_class_20220828-035316_52,ZyKb-FELs,4
tch_20220828-035316_54,Perf_class_20220828-035316_54,G9y3-sE4W,4
tch_20220828-035316_55,Perf_class_20220828-035316_55,TAJ7-P638,0
tch_20220828-035316_56,Perf_class_20220828-035316_56,7Y6A-f8Pn,0
tch_20220828-035316_58,Perf_class_20220828-035316_58,pva7-m46z,0
tch_20220828-035316_57,Perf_class_20220828-035316_57,V98D-CrJR,0
tch_20220828-035316_59,Perf_class_20220828-035316_59,D8NA-XHfi,0
tch_20220828-035316_60,Perf_class_20220828-035316_60,276g-4c2n,0
tch_20220828-035316_61,Perf_class_20220828-035316_61,VotY-4qFX,0
tch_20220828-035316_62,Perf_class_20220828-035316_62,z238-qBV3,0
tch_20220828-035316_63,Perf_class_20220828-035316_63,ocmD-hH8h,0
tch_20220828-035316_64,Perf_class_20220828-035316_64,vRE8-73py,0
tch_20220828-035316_65,Perf_class_20220828-035316_65,bDCs-Gdu4,1
tch_20220828-035316_66,Perf_class_20220828-035316_66,2Jvw-4MYe,1
tch_20220828-035316_67,Perf_class_20220828-035316_67,86u2-L3av,1
tch_20220828-035316_68,Perf_class_20220828-035316_68,MeDq-Jr7N,1
tch_20220828-035316_69,Perf_class_20220828-035316_69,B6RE-op6j,1
tch_20220828-035316_70,Perf_class_20220828-035316_70,N26q-CviG,1
tch_20220828-035316_71,Perf_class_20220828-035316_71,vA34-9Xty,1
tch_20220828-035316_72,Perf_class_20220828-035316_72,a8NT-ZNwY,1
tch_20220828-035316_73,Perf_class_20220828-035316_73,ep3c-N4ws,1
tch_20220828-035316_74,Perf_class_20220828-035316_74,N8Vj-xn29,1
tch_20220828-035316_75,Perf_class_20220828-035316_75,zgnB-DvCo,2
tch_20220828-035316_76,Perf_class_20220828-035316_76,6tgR-BiXE,2
tch_20220828-035316_77,Perf_class_20220828-035316_77,7z8T-wQVc,2
tch_20220828-035316_78,Perf_class_20220828-035316_78,Z9RX-CY9N,2
tch_20220828-035316_79,Perf_class_20220828-035316_79,V4JG-g3i8,2
tch_20220828-035316_80,Perf_class_20220828-035316_80,TJdn-Z289,2
tch_20220828-035316_81,Perf_class_20220828-035316_81,24h9-4o8C,2
tch_20220828-035316_82,Perf_class_20220828-035316_82,2yrC-94g4,2
tch_20220828-035316_84,Perf_class_20220828-035316_84,NacW-eh7e,2
tch_20220828-035316_83,Perf_class_20220828-035316_83,EP4Y-TR9K,2
tch_20220828-035316_85,Perf_class_20220828-035316_85,GHsh-YUsP,2
tch_20220828-035316_86,Perf_class_20220828-035316_86,72gq-p7E8,2
tch_20220828-035316_87,Perf_class_20220828-035316_87,qTvf-4rzm,2
tch_20220828-035316_89,Perf_class_20220828-035316_89,4x68-T7Ls,2
tch_20220828-035316_88,Perf_class_20220828-035316_88,iN6N-a8Zj,2
tch_20220828-035316_91,Perf_class_20220828-035316_91,hZit-Kzcv,2
tch_20220828-035316_90,Perf_class_20220828-035316_90,cgQr-ys3u,2
tch_20220828-035316_93,Perf_class_20220828-035316_93,q2WQ-kPh4,2
tch_20220828-035316_92,Perf_class_20220828-035316_92,tp8c-KNsQ,2
tch_20220828-035316_94,Perf_class_20220828-035316_94,2trD-vJzm,2
tch_20220828-035316_95,Perf_class_20220828-035316_95,Feh3-4Nb8,2
tch_20220828-035316_96,Perf_class_20220828-035316_96,b6wd-3sZi,2
tch_20220828-035316_97,Perf_class_20220828-035316_97,g2Fz-7QpW,3
tch_20220828-035316_98,Perf_class_20220828-035316_98,e3KV-to9Y,3
tch_20220828-035316_99,Perf_class_20220828-035316_99,x86i-gRir,3
tch_20220828-035316_100,Perf_class_20220828-035316_100,6dcL-4Rn7,3
tch_20220828-033824_1,Perf_class_20220828-033824_1,di73-94vp,3
tch_20220828-033824_2,Perf_class_20220828-033824_2,8z32-nf9b,4
tch_20220828-033824_3,Perf_class_20220828-033824_3,udHE-vb2Z,4
tch_20220828-033824_4,Perf_class_20220828-033824_4,3kt3-Gis8,4
tch_20220828-033824_6,Perf_class_20220828-033824_6,MWDs-k3qj,0
tch_20220828-033824_5,Perf_class_20220828-033824_5,3T6y-gDjf,0
tch_20220828-033824_7,Perf_class_20220828-033824_7,U7n3-TKGs,0
tch_20220828-033824_8,Perf_class_20220828-033824_8,otXb-ydN4,0
tch_20220828-033824_9,Perf_class_20220828-033824_9,3JMC-mDu8,0
tch_20220828-033824_10,Perf_class_20220828-033824_10,R63G-w8h9,0
tch_20220828-033824_11,Perf_class_20220828-033824_11,C8Dj-eK38,0
tch_20220828-033824_13,Perf_class_20220828-033824_13,d6xq-Kpz2,0
tch_20220828-033824_12,Perf_class_20220828-033824_12,pBP7-v8Rd,0
tch_20220828-033824_14,Perf_class_20220828-033824_14,2XTQ-9iF4,0
tch_20220828-033824_15,Perf_class_20220828-033824_15,qP79-oH69,1
tch_20220828-033824_16,Perf_class_20220828-033824_16,PqUH-3pGg,1
tch_20220828-033824_17,Perf_class_20220828-033824_17,WY76-s3uw,1
tch_20220828-033824_18,Perf_class_20220828-033824_18,sqaD-3n96,1
tch_20220828-033824_20,Perf_class_20220828-033824_20,7wqL-4DNk,1
tch_20220828-033824_19,Perf_class_20220828-033824_19,d676-7cDf,1
tch_20220828-033824_21,Perf_class_20220828-033824_21,uRuz-vsYR,1
tch_20220828-033824_23,Perf_class_20220828-033824_23,m793-qx7j,1
tch_20220828-033824_22,Perf_class_20220828-033824_22,JLZh-gTcB,1
tch_20220828-033824_24,Perf_class_20220828-033824_24,wN7q-ac84,1
tch_20220828-033824_26,Perf_class_20220828-033824_26,fJGY-sU3c,2
tch_20220828-033824_25,Perf_class_20220828-033824_25,qyaD-9kWR,2
tch_20220828-033824_27,Perf_class_20220828-033824_27,PyYz-VR2t,2
tch_20220828-033824_29,Perf_class_20220828-033824_29,g2XP-rob7,2
tch_20220828-033824_28,Perf_class_20220828-033824_28,GfDx-8v4j,2
tch_20220828-033824_30,Perf_class_20220828-033824_30,Nsw8-BC89,2
tch_20220828-033824_31,Perf_class_20220828-033824_31,qFCo-RNYP,2
tch_20220828-033824_32,Perf_class_20220828-033824_32,D2LE-Hxyc,2
tch_20220828-033824_34,Perf_class_20220828-033824_34,WV3M-2CjR,2
tch_20220828-033824_33,Perf_class_20220828-033824_33,eYa3-9F7q,2
tch_20220828-033824_35,Perf_class_20220828-033824_35,W8Gi-ad39,2
tch_20220828-033824_36,Perf_class_20220828-033824_36,DNHX-gT27,2
tch_20220828-033824_37,Perf_class_20220828-033824_37,rfBc-G8fC,2
tch_20220828-033824_38,Perf_class_20220828-033824_38,fzY8-9P9U,2
tch_20220828-033824_39,Perf_class_20220828-033824_39,9aqG-2yqM,2
tch_20220828-033824_40,Perf_class_20220828-033824_40,mEq6-Y93x,2
tch_20220828-033824_41,Perf_class_20220828-033824_41,47tC-mu6n,2
tch_20220828-033824_42,Perf_class_20220828-033824_42,tumJ-28m2,2
tch_20220828-033824_44,Perf_class_20220828-033824_44,87Xd-8p4r,2
tch_20220828-033824_43,Perf_class_20220828-033824_43,Y82J-Erey,2
tch_20220828-033824_45,Perf_class_20220828-033824_45,zcw6-7WG6,2
tch_20220828-033824_46,Perf_class_20220828-033824_46,9sD4-hZgF,2
tch_20220828-033824_47,Perf_class_20220828-033824_47,6nzU-34hg,3
tch_20220828-033824_48,Perf_class_20220828-033824_48,BVig-BkRv,3
tch_20220828-033824_49,Perf_class_20220828-033824_49,QxZ4-Ud69,3
tch_20220828-033824_50,Perf_class_20220828-033824_50,8gRs-nVh7,3
tch_20220828-033824_51,Perf_class_20220828-033824_51,Pd3L-rqtu,3
tch_20220828-033824_52,Perf_class_20220828-033824_52,7NkL-cFoD,4
tch_20220828-033824_53,Perf_class_20220828-033824_53,TeBG-i6N3,4
tch_20220828-033824_54,Perf_class_20220828-033824_54,7iNP-s98C,4
tch_20220828-033824_55,Perf_class_20220828-033824_55,Gw3e-Amqg,0
tch_20220828-033824_56,Perf_class_20220828-033824_56,7cbG-NQu3,0
tch_20220828-033824_57,Perf_class_20220828-033824_57,QUq3-wBud,0
tch_20220828-033824_58,Perf_class_20220828-033824_58,92vC-o428,0
tch_20220828-033824_59,Perf_class_20220828-033824_59,6RuF-64hp,0
tch_20220828-033824_61,Perf_class_20220828-033824_61,ovWt-7tCY,0
tch_20220828-033824_60,Perf_class_20220828-033824_60,6AJR-8AZr,0
tch_20220828-033824_62,Perf_class_20220828-033824_62,Dx6o-WALY,0
tch_20220828-033824_63,Perf_class_20220828-033824_63,N3nQ-86kQ,0
tch_20220828-033824_64,Perf_class_20220828-033824_64,2Gre-L6Ph,0
tch_20220828-033824_65,Perf_class_20220828-033824_65,UuJC-9ph2,1
tch_20220828-033824_66,Perf_class_20220828-033824_66,Aj87-fra2,1
tch_20220828-033824_67,Perf_class_20220828-033824_67,NHWA-2FkY,1
tch_20220828-033824_68,Perf_class_20220828-033824_68,kfhE-K3wT,1
tch_20220828-033824_69,Perf_class_20220828-033824_69,27D6-gz8f,1
tch_20220828-033824_70,Perf_class_20220828-033824_70,KqX4-Vs2t,1
tch_20220828-033824_71,Perf_class_20220828-033824_71,bMzv-38we,1
tch_20220828-033824_72,Perf_class_20220828-033824_72,gwYb-M37a,1
tch_20220828-033824_73,Perf_class_20220828-033824_73,3t7h-7fH9,1
tch_20220828-033824_74,Perf_class_20220828-033824_74,J4QY-FdUP,1
tch_20220828-033824_75,Perf_class_20220828-033824_75,pwua-46H8,2
tch_20220828-033824_76,Perf_class_20220828-033824_76,FXq3-KBF6,2
tch_20220828-033824_77,Perf_class_20220828-033824_77,HcaN-WJt4,2
tch_20220828-033824_78,Perf_class_20220828-033824_78,n39B-8paX,2
tch_20220828-033824_79,Perf_class_20220828-033824_79,9X38-UTHW,2
tch_20220828-033824_80,Perf_class_20220828-033824_80,goh7-u8tR,2
tch_20220828-033824_81,Perf_class_20220828-033824_81,28s9-46C9,2
tch_20220828-033824_82,Perf_class_20220828-033824_82,69cs-wnD8,2
tch_20220828-033824_84,Perf_class_20220828-033824_84,TLJE-wzk6,2
tch_20220828-033824_83,Perf_class_20220828-033824_83,aFm8-fLoT,2
tch_20220828-033824_85,Perf_class_20220828-033824_85,7dNK-68U7,2
tch_20220828-033824_86,Perf_class_20220828-033824_86,UKF6-Vye3,2
tch_20220828-033824_88,Perf_class_20220828-033824_88,4L92-yQbN,2
tch_20220828-033824_87,Perf_class_20220828-033824_87,L9ur-JWcY,2
tch_20220828-033824_90,Perf_class_20220828-033824_90,xU4i-KTQK,2
tch_20220828-033824_89,Perf_class_20220828-033824_89,78iu-2T6D,2
tch_20220828-033824_91,Perf_class_20220828-033824_91,UMuW-6cy7,2
tch_20220828-033824_92,Perf_class_20220828-033824_92,9H62-m28V,2
tch_20220828-033824_94,Perf_class_20220828-033824_94,A3ZT-k3Mq,2
tch_20220828-033824_93,Perf_class_20220828-033824_93,2Bnw-HZ8J,2
tch_20220828-033824_95,Perf_class_20220828-033824_95,uCXc-2N9e,2
tch_20220828-033824_96,Perf_class_20220828-033824_96,UhxQ-4Dk4,2
tch_20220828-033824_97,Perf_class_20220828-033824_97,sxnC-6vLv,3
tch_20220828-033824_98,Perf_class_20220828-033824_98,3EKu-FdN8,3
tch_20220828-033824_100,Perf_class_20220828-033824_100,DaC6-8Avg,3
tch_20220828-033824_99,Perf_class_20220828-033824_99,x28A-97Yg,3
tch_20220828-032417_1,Perf_class_20220828-032417_1,Cemq-tMgq,3
tch_20220828-032417_2,Perf_class_20220828-032417_2,92j6-PqQf,4
tch_20220828-032417_3,Perf_class_20220828-032417_3,emdq-tou6,4
tch_20220828-032417_4,Perf_class_20220828-032417_4,phC6-24ht,4
